0.71, 0.00240, 0.0001
0.73, 0.00206, 0.0001
0.75, 0.00219, 0.00009
0.77, 0.00233, 0.00009
0.79, 0.00214, 0.00009
0.81, 0.00234, 0.00009
0.83, 0.00212, 0.00009
0.85, 0.00229, 0.00009
0.87, 0.00229, 0.00009
0.89, 0.00233, 0.00009
0.91, 0.00218, 0.00008
0.93, 0.00222, 0.00009
0.95, 0.00206, 0.0001
0.97, 0.00220, 0.0001
0.99, 0.00210, 0.0001
1.01, 0.00223, 0.00012
1.03, 0.00228, 0.00016
