# telescope   = tel13
# season      = 2014-2019
# filter      = RG715
# aperture    = 8.485                pix
# deblend     = 1
# gliese      = 1132
# lhs         = 281
# nltt        = 23819
# twomass     = 10145184-4709244
# ra          = 10:14:51.770         hr
# dec         = -47:09:24.10         deg
# pmra        = -1.04648201531881    arcsec/yr
# pmdec       = 0.416445772717513    arcsec/yr
# aflag       = R 
# plx         = 0.0792543382307208   arcsec
# e_plx       = 4.37672245690568e-05 arcsec
# r_plx       = 2018A&A...616A...1G
# distmod     = 0.504884780055967    mag
# s_distmod   = T
# bjmag       = 13.95                mag
# rfmag       = 11.93                mag
# inmag       = 9.57                 mag
# jmag        = 9.245                mag
# e_jmag      = 0.026                mag
# q_jmag      = A
# hmag        = 8.666                mag
# e_hmag      = 0.031                mag
# q_hmag      = A
# kmag        = 8.322                mag
# e_kmag      = 0.027                mag
# q_kmag      = A
# vest        = 13.49                mag
# s_vest      = R
# vmjest      = 4.245                mag
# vmag        = 13.49                mag
# rcmag       = 12.26                mag
# icmag       = 10.69                mag
# r_vrimag    = 2005AJ....129.1954J
# spectype    = M3.5
# r_spectype  = 1996AJ....112.2799H
# mass        = 0.193767437731184    Msol
# radius      = 0.214841130737437    Rsol
# null_dc[1]  = 0.000092             mag
# null_dc[2]  = 0.000305             mag
# null_dc[3]  = 0.001318             mag
# null_dc[4]  = 0.001996             mag
# null_dc[5]  = -0.000529            mag
# null_dc[6]  = -0.000429            mag
# null_dc[7]  = -0.000696            mag
# null_dc[8]  = -0.001825            mag
# null_dc[9]  = 0.001943             mag
# null_dc[10] = 0.000993             mag
# null_dc[11] = 0.000710             mag
# null_cm     = 0.699190             mag/mag
# null_fwhm_k = 0.000395             mag/pix
# null_fwhm_0 = 2.639000             pix
# null_chidof = 3.767
# null_nfit   = 22489
# null_nparm  = 13
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2456827.574581   -0.005864    0.003022  18.023 -0.1351  2.927 0.047 1.72342  1024.156  1020.190  179.98   107.95 12362  2  1 0 0 -0.004990   -0.002794
2456827.575113   -0.008413    0.003014  18.023 -0.1100  2.704 0.067 1.72887  1023.238  1022.972  179.98   103.62 13208  2  1 0 0 -0.004913   -0.005309
2456827.591315   -0.004129    0.003712  18.023 -0.4732  3.803 0.136 1.91693  1023.669  1021.570  179.98   132.58  4595  2  1 0 0 -0.003746   -0.002275
2456827.591840   -0.012723    0.003581  18.023 -0.4211  3.721 0.205 1.92381  1023.083  1022.825  179.98   111.65  5467  2  1 0 0 -0.003730   -0.010847
2456828.446647   -0.006701    0.003088  18.023 -0.2368  2.334 0.068 1.10371  1023.234  1024.935  179.96   803.07 18370  2  1 0 0 -0.004307   -0.003875
2456828.447179   -0.008597    0.003276  18.023 -0.3289  2.557 0.104 1.10469  1023.707  1023.914  179.96   892.47 14557  2  1 0 0 -0.004337   -0.005838
2456828.467977   -0.001919    0.002112  18.023 -0.0572  2.594 0.049 1.15013  1022.412  1020.799  179.96    98.48 15707  2  1 0 0 -0.004551    0.000976
2456828.468496   -0.008391    0.002117  18.023 -0.0606  2.717 0.032 1.15147  1022.388  1025.587  179.96    98.54 14158  2  1 0 0 -0.004508   -0.005575
2456828.484556   -0.009952    0.002182  18.023 -0.0620  2.610 0.072 1.19790  1023.766  1019.728  179.96    89.20 15768  2  1 0 0 -0.003189   -0.008016
2456828.485073   -0.005909    0.002178  18.023 -0.0590  2.556 0.039 1.19958  1023.592  1022.611  179.96   103.49 15672  2  1 0 0 -0.003147   -0.003981
2456828.485588   -0.006242    0.002169  18.023 -0.0596  2.710 0.046 1.20126  1023.326  1025.732  179.96    92.29 13736  2  1 1 0 -0.003105   -0.004404
2456828.486113   -0.007802    0.002172  18.023 -0.0575  2.590 0.071 1.20298  1023.228  1024.312  179.97   103.58 16333  2  1 1 0 -0.003063   -0.005946
2456828.502150   -0.003811    0.002253  18.023 -0.0586  2.649 0.056 1.26186  1023.659  1024.134  179.97   102.54 15984  2  1 0 0 -0.001855   -0.002823
2456828.502677   -0.010018    0.002238  18.023 -0.0590  2.708 0.059 1.26402  1023.397  1023.218  179.97   101.21 14427  2  1 0 0 -0.001853   -0.009055
2456828.523113   -0.002352    0.002390  18.023 -0.0538  3.037 0.169 1.35987  1023.912  1024.245  179.97    86.39 12853  2  1 0 0 -0.001875   -0.001503
2456828.523648   -0.007246    0.002379  18.023 -0.0545  2.886 0.081 1.36274  1023.753  1024.990  179.97   101.03 13684  2  1 0 0 -0.001898   -0.006321
2456828.539560   -0.002933    0.002508  18.023 -0.0517  2.830 0.072 1.45759  1023.373  1024.140  179.97    81.43 13535  2  1 0 0 -0.002598   -0.001496
2456828.540085    0.000066    0.002516  18.023 -0.0480  3.031 0.083 1.46106  1023.803  1020.175  179.98    80.57 12482  2  1 0 0 -0.002622    0.001439
2456828.556050   -0.006882    0.002684  18.023 -0.0478  2.827 0.068 1.57912  1026.040  1022.467  179.97    83.82 13432  2  1 0 0 -0.002034   -0.005839
2456828.556577   -0.007536    0.002965  18.023 -0.2135  2.885 0.062 1.58346  1024.137  1023.504  179.97    80.66 10889  2  1 0 0 -0.002012   -0.006532
2456828.572472   -0.003275    0.002945  18.023 -0.0379  2.716 0.063 1.73040  1022.261  1024.075  179.98    75.50 14413  2  1 0 0 -0.001479   -0.002577
2456828.572993   -0.007520    0.002955  18.023 -0.0326  2.764 0.053 1.73580  1022.619  1022.866  179.98    75.64 14357  2  1 0 0 -0.001463   -0.006851
2456828.591623   -0.011359    0.003354  18.023 -0.0247  3.712 0.142 1.95837  1022.489  1022.910  179.98    73.14  8372  2  1 0 0 -0.001417   -0.011097
2456828.592147   -0.002298    0.003377  18.023 -0.0302  3.389 0.132 1.96557  1023.886  1019.069  179.98    73.37  9371  2  1 0 0 -0.001427   -0.001902
2456829.552164   -0.003997    0.002722  18.023 -0.0902  2.458 0.101 1.57018  1023.550  1024.760  179.97    67.81 18233  2  1 0 0  0.001537   -0.005305
2456829.552687   -0.003241    0.002672  18.023 -0.0722  2.460 0.073 1.57443  1023.273  1023.587  179.97    68.61 17135  2  1 0 0  0.001542   -0.004553
2456829.569454   -0.010288    0.005425  18.023 -0.5433  2.562 0.078 1.72806  1023.731  1023.571  179.98    67.98 11248  2  1 0 0  0.002005   -0.011965
2456829.569979   -0.004301    0.003924  18.023 -0.7071  2.715 0.079 1.73347  1022.728  1025.055  179.97    68.76  9315  2  1 0 0  0.002029   -0.006055
2456829.586591   -0.017459    0.007019  18.023 -1.6633  2.572 0.042 1.92818  1022.665  1021.517  179.98    71.86  3391  2  1 0 0  0.002036   -0.019161
2456829.587109   -0.015462    0.007487  18.023 -1.5307  2.655 0.038 1.93506  1022.090  1025.534  179.98    71.78  3750  2  1 0 0  0.001992   -0.017166
2456832.449091   -0.007874    0.002256  18.023 -0.0604  3.161 0.145 1.13149  1022.990  1020.226  179.96   244.73 11543  2  1 0 0 -0.005247   -0.004716
2456832.449622   -0.003010    0.002206  18.023 -0.0525  3.153 0.216 1.13271  1022.926  1022.275  179.96   226.91 12044  2  1 0 0 -0.005229    0.000138
2456832.467648   -0.004713    0.002138  18.023 -0.0543  3.664 0.183 1.18007  1023.869  1026.796  179.96    94.53  8191  2  1 0 0 -0.004352   -0.002380
2456832.468166   -0.006526    0.002150  18.023 -0.0402  4.132 0.240 1.18162  1023.653  1022.090  179.96    94.94  6718  2  1 0 0 -0.004315   -0.004403
2456832.483514   -0.004192    0.002190  18.023 -0.0391  3.915 0.152 1.23286  1023.675  1021.911  179.96    82.93  7543  2  1 0 0 -0.003549   -0.002520
2456832.484031   -0.006198    0.002201  18.023 -0.0397  3.776 0.202 1.23478  1023.255  1023.466  179.96    77.00  8707  2  1 0 0 -0.003571   -0.004455
2456832.509570   -0.002767    0.002352  18.023 -0.0457  2.666 0.120 1.34736  1022.392  1020.810  179.96    88.03 14742  2  1 0 0 -0.003461   -0.000662
2456832.510098   -0.007070    0.002764  18.023 -0.1367  3.440 0.144 1.35010  1023.428  1023.893  179.96    86.47  9212  2  1 0 0 -0.003413   -0.005305
2456832.529887   -0.003509    0.002856  18.023 -0.4180  3.023 0.112 1.46749  1023.078  1023.433  179.97    86.11  9449  2  1 0 0 -0.002898   -0.001939
2456832.530408   -0.010650    0.003547  18.023 -0.4012  3.321 0.168 1.47100  1022.892  1023.917  179.97    72.87  8098  2  1 0 0 -0.002924   -0.009180
2456832.552386   -0.010529    0.003701  18.023 -0.9476  2.619 0.234 1.64391  1022.135  1024.748  179.97    87.78  5823  2  1 0 0 -0.002120   -0.009344
2456832.552911   -0.001167    0.003646  18.023 -0.6807  2.974 0.152 1.64871  1022.202  1027.058  179.97    83.08  7328  2  1 0 0 -0.002060   -0.000164
2456832.579758   -0.027394    0.003815  18.023 -0.5571  3.521 0.198 1.94876  1022.560  1024.046  179.98   117.86  5546  2  1 0 0 -0.002893   -0.026025
2456832.580289    0.002480    0.003757  18.023 -0.4727  2.860 0.158 1.95598  1021.701  1025.931  179.98   117.89  8952  2  1 0 0 -0.002941    0.004144
2456833.448021   -0.007833    0.002772  18.023 -0.1818  4.816 0.093 1.13546  1019.272  1012.367  179.95   329.18  2992  2  1 0 0 -0.000383   -0.008730
2456833.448536   -0.003593    0.002365  18.023 -0.0584  4.991 0.109 1.13666  1024.814  1026.503  179.95   299.66  3353  2  1 0 0 -0.000365   -0.004572
2456833.466722   -0.003450    0.002224  18.023 -0.0769  4.221 0.197 1.18570  1023.529  1021.417  179.96   108.28  5687  2  1 0 0  0.000208   -0.004526
2456833.467252   -0.000409    0.002177  18.023 -0.0581  4.882 0.091 1.18733  1025.397  1024.461  179.96   120.58  3796  2  1 0 0  0.000221   -0.001754
2456833.484694   -0.005445    0.002247  18.023 -0.0439  4.491 0.159 1.24791  1024.918  1026.251  179.96   125.21  5481  2  1 0 0  0.000437   -0.006786
2456833.539497    0.004806    0.002806  18.023 -0.0808  5.186 0.056 1.55811  1023.022  1023.328  179.97   136.90  1675  2  1 0 0 -0.000719    0.003998
2456833.540020   -0.007193    0.002825  18.023 -0.0789  5.341 0.087 1.56227  1022.636  1020.546  179.97   137.06  1962  2  1 0 0 -0.000728   -0.008055
2456833.540547   -0.005603    0.002772  18.023 -0.0575  5.052 0.094 1.56649  1021.509  1023.675  179.97   137.02  2633  2  1 1 0 -0.000738   -0.006344
2456833.541070   -0.011836    0.003016  18.023 -0.1565  4.385 0.095 1.57071  1020.782  1024.497  179.97   135.75  3246  2  1 1 0 -0.000682   -0.012354
2456833.541589   -0.003117    0.002805  18.023 -0.0696  5.627 0.035 1.57493  1027.128  1024.088  179.97   133.35  1623  2  1 1 0 -0.000608   -0.004176
2456833.542122   -0.002611    0.002777  18.023 -0.0343  4.762 0.112 1.57928  1020.959  1023.914  179.97   135.91  3395  2  1 1 0 -0.000532   -0.003382
2456833.558097   -0.000998    0.002972  18.023 -0.0321  4.199 0.174 1.72602  1022.622  1021.819  179.98   126.17  5882  2  1 0 0  0.001736   -0.003133
2456833.558630   -0.000665    0.002984  18.023 -0.0257  3.612 0.103 1.73151  1024.166  1022.883  179.98   123.71  8723  2  1 0 0  0.001812   -0.002621
2456833.574639   -0.000041    0.003342  18.023 -0.0165  4.903 0.127 1.91775  1014.714  1013.279  179.98   114.69  3646  2  1 0 0  0.001876   -0.002552
2456833.575166    0.000426    0.003351  18.023 -0.0172  4.815 0.140 1.92466  1022.824  1025.716  179.98   117.67  3899  2  1 0 0  0.001868   -0.002044
2456834.482352   -0.004615    0.002270  18.023 -0.0419  2.890 0.195 1.24966  1024.765  1021.256  179.95   144.91 13480  2  1 0 0  0.001996   -0.006415
2456834.482886    0.003057    0.002283  18.023 -0.0397  2.669 0.104 1.25175  1024.598  1023.467  179.95   145.58 15341  2  1 0 0  0.002017    0.001329
2456834.502474    0.000813    0.002374  18.023 -0.0327  3.153 0.154 1.33959  1023.011  1023.746  179.96   145.78 12293  2  1 0 0  0.002569   -0.001491
2456834.502989    0.003065    0.002408  18.023 -0.0366  3.504 0.141 1.34221  1021.939  1026.383  179.96   144.02 10134  2  1 0 0  0.002536    0.000645
2456834.505139    0.002758    0.002398  18.023 -0.0319  2.755 0.121 1.35334  1023.011  1021.861  179.96   145.02 16961  2  1 1 0  0.002397    0.000731
2456834.505672   -0.000188    0.002381  18.023 -0.0342  2.964 0.101 1.35615  1024.435  1025.360  179.95   142.30 12689  2  1 1 0  0.002363   -0.002273
2456834.506198   -0.002407    0.002408  18.023 -0.0359  3.074 0.123 1.35894  1023.311  1025.206  179.95   141.47 11670  2  1 1 0  0.002329   -0.004512
2456834.506727   -0.002816    0.002396  18.023 -0.0404  3.166 0.137 1.36176  1023.635  1024.149  179.96   143.58 12802  2  1 1 0  0.002295   -0.004934
2456834.507250    0.003901    0.002433  18.023 -0.0290  3.263 0.141 1.36457  1023.732  1026.025  179.95   145.84 12160  2  1 1 0  0.002261    0.001768
2456834.507776   -0.004978    0.002430  18.023 -0.0348  3.127 0.132 1.36742  1022.029  1023.280  179.96   143.85 13424  2  1 1 0  0.002227   -0.007033
2456834.524339   -0.000628    0.002552  18.023 -0.0415  3.740 0.081 1.46770  1021.282  1022.061  179.96   133.55  9015  2  1 0 0  0.001602   -0.002488
2456834.524874   -0.001276    0.002553  18.023 -0.0314  4.051 0.167 1.47131  1022.260  1024.492  179.96   135.19  7064  2  1 0 0  0.001631   -0.003279
2456834.541609   -0.003310    0.002739  18.023 -0.0214  3.889 0.187 1.59828  1023.134  1024.003  179.97   130.40  7761  2  1 0 0  0.002546   -0.005889
2456834.542140    0.001503    0.002770  18.023 -0.0201  4.379 0.096 1.60280  1023.845  1025.593  179.97   130.78  4938  2  1 0 0  0.002580   -0.001293
2456834.556737   -0.002765    0.003000  18.023 -0.0190  4.100 0.158 1.74083  1023.863  1025.055  179.97   124.62  6821  2  1 0 0  0.003529   -0.006114
2456834.557262   -0.009227    0.002998  18.023 -0.0175  3.830 0.099 1.74634  1022.025  1023.717  179.97   125.37  7765  2  1 0 0  0.003563   -0.012493
2456834.560675    0.003963    0.003071  18.023 -0.0185  3.646 0.130 1.78321  1021.969  1023.655  179.98   122.11  9714  2  1 1 0  0.003778    0.000618
2456834.561203    0.004704    0.003083  18.023 -0.0148  3.123 0.136 1.78908  1022.071  1025.907  179.98   121.45 12948  2  1 1 0  0.003766    0.001575
2456835.445837   -0.004074    0.002657  18.023 -0.0508  2.271 0.045 1.14359  1021.987  1022.154  179.96   743.70 25697  2  1 0 0  0.001046   -0.004965
2456835.446355    0.000710    0.002590  18.023 -0.0391  2.211 0.045 1.14487  1022.008  1024.614  179.96   666.41 23571  2  1 0 0  0.001047   -0.000158
2456835.466407   -0.003405    0.002147  18.023 -0.0447  2.284 0.029 1.20240  1021.677  1023.849  179.96   111.93 20137  2  1 0 0  0.000938   -0.004225
2456835.466932   -0.001159    0.002159  18.023 -0.0441  2.246 0.030 1.20413  1022.406  1022.996  179.96   111.18 20383  2  1 0 0  0.000924   -0.001955
2456835.484710   -0.004003    0.002251  18.023 -0.0349  2.606 0.050 1.27049  1022.478  1024.203  179.96   113.13 16594  2  1 0 0  0.000818   -0.004867
2456835.485238   -0.003045    0.002230  18.023 -0.0353  2.762 0.075 1.27270  1022.192  1025.318  179.96   113.16 14173  2  1 0 0  0.000849   -0.003993
2456835.502444    0.001762    0.002370  18.023 -0.0322  3.242 0.044 1.35384  1022.308  1021.709  179.96   118.95 10794  2  1 0 0  0.001747   -0.000002
2456835.502963   -0.005486    0.002376  18.023 -0.0476  4.011 0.051 1.35657  1021.527  1024.537  179.96   119.48  6675  2  1 0 0  0.001743   -0.007552
2456835.520850    0.000978    0.002584  18.023 -0.0523  4.928 0.041 1.46301  1024.038  1027.101  179.97   134.59  2798  2  1 0 0  0.001650   -0.001384
2456835.521374   -0.000715    0.002533  18.023 -0.0386  3.198 0.051 1.46652  1026.815  1027.133  179.96   133.89 11257  2  1 0 0  0.001702   -0.002431
2456835.540142   -0.000261    0.002764  18.023 -0.0329  3.358 0.029 1.60958  1021.958  1024.566  179.97   131.94  9756  2  1 0 0  0.003551   -0.003333
2456835.540676    0.002076    0.002774  18.023 -0.0352  3.445 0.035 1.61420  1021.857  1025.732  179.96   131.48  9743  2  1 0 0  0.003582   -0.001052
2456835.561543   -0.008356    0.003164  18.023 -0.0087  4.352 0.094 1.82481  1021.779  1024.289  179.97   140.43  5711  2  1 0 0  0.002353   -0.010982
2456835.562056    0.003390    0.003187  18.023 -0.0289  4.117 0.075 1.83083  1021.861  1025.833  179.96   142.76  6460  2  1 0 0  0.002308    0.000888
2456836.447145   -0.012713    0.002597  18.023 -0.0496  4.156 0.016 1.15398  1023.521  1023.599  179.94   575.22  6293  2  1 0 0 -0.003110   -0.011443
2456836.447670   -0.005388    0.002461  18.023 -0.0449  3.594 0.019 1.15535  1024.554  1025.247  179.95   517.36  9061  2  1 0 0 -0.003127   -0.003884
2456836.465624   -0.000072    0.002155  18.023 -0.0436  3.353 0.040 1.20908  1022.790  1022.105  179.96   112.17 10591  2  1 0 0 -0.003260    0.001620
2456836.466149   -0.004733    0.002168  18.023 -0.0339  3.079 0.058 1.21087  1022.409  1024.137  179.96   111.56 11411  2  1 0 0 -0.003230   -0.002954
2456836.466677   -0.008855    0.002181  18.023 -0.0367  3.117 0.050 1.21267  1023.068  1025.896  179.96   112.51 12302  2  1 1 0 -0.003200   -0.007111
2456836.467201   -0.007489    0.002175  18.023 -0.0360  3.352 0.067 1.21447  1022.990  1026.119  179.96   111.51 10888  2  1 1 0 -0.003171   -0.005859
2456836.486748    0.001573    0.002259  18.023 -0.0343  2.823 0.030 1.29133  1022.249  1023.495  179.96    99.71 12617  2  1 0 0 -0.002194    0.002729
2456836.487278    0.001815    0.002259  18.023 -0.0346  2.713 0.021 1.29370  1021.859  1025.398  179.96    99.38 14898  2  1 0 0 -0.002175    0.003001
2456836.502714    0.000051    0.002385  18.023 -0.0358  3.118 0.024 1.37024  1022.508  1023.910  179.96    71.03 10297  2  1 0 0 -0.001866    0.000862
2456836.503236   -0.002353    0.002384  18.023 -0.0344  3.341 0.022 1.37311  1022.104  1026.194  179.96   108.73  9903  2  1 0 0 -0.001905   -0.001603
2456836.503764   -0.000963    0.002374  18.023 -0.0315  3.060 0.044 1.37602  1022.895  1023.756  179.96   110.37 11725  2  1 1 0 -0.001944   -0.000075
2456836.504289    0.001721    0.002398  18.023 -0.0295  2.969 0.027 1.37894  1022.860  1026.336  179.96   110.21 12076  2  1 1 0 -0.001984    0.002673
2456836.506442   -0.001695    0.002396  18.023 -0.0315  2.978 0.028 1.39112  1022.965  1023.740  179.96    96.07 12023  2  1 1 0 -0.002144   -0.000635
2456836.506960    0.000292    0.002421  18.023 -0.0299  3.001 0.023 1.39410  1023.016  1025.533  179.96    87.80 11734  2  1 1 0 -0.002183    0.001370
2456836.507487   -0.014891    0.002474  18.023 -0.0239  3.053 0.025 1.39716  1023.924  1025.002  179.96    72.91 12617  2  1 1 0 -0.002222   -0.013806
2456836.508006   -0.003883    0.002438  18.023 -0.0325  3.141 0.022 1.40018  1023.618  1025.222  179.96    83.35 10240  2  1 1 0 -0.002260   -0.002806
2456836.508531   -0.015758    0.002420  18.023 -0.0352  3.095 0.023 1.40326  1023.362  1025.070  179.96    63.82 10878  2  1 1 0 -0.002300   -0.014635
2456836.509050   -0.004382    0.002462  18.023 -0.0311  3.243 0.024 1.40633  1022.881  1024.766  179.95    73.23 10019  2  1 1 0 -0.002338   -0.003291
2456836.523752   -0.007882    0.002595  18.023 -0.0412  3.728 0.042 1.50242  1025.291  1021.705  179.98    88.50  6804  2  1 0 0 -0.002801   -0.006659
2456836.524277   -0.004319    0.002617  18.023 -0.0402  4.089 0.032 1.50622  1024.821  1023.983  179.98    81.84  5814  2  1 0 0 -0.002738   -0.003282
2456836.551327   -0.003136    0.002980  18.023 -0.0068  3.413 0.027 1.74261  1021.726  1023.851  179.97    85.23  8923  2  1 0 0 -0.001374   -0.002786
2456836.551859   -0.003379    0.003000  18.023 -0.0030  3.417 0.026 1.74821  1021.376  1026.497  179.97    88.46  8581  2  1 0 0 -0.001402   -0.003011
2456836.572303   -0.000419    0.003494  18.023  0.0028  3.443 0.035 2.00043  1021.592  1024.808  179.98    88.20  8322  2  1 0 0 -0.001773    0.000199
2456836.572827    0.003521    0.003525  18.023  0.0000  3.538 0.019 2.00799  1021.878  1024.406  179.98    81.72  8311  2  1 0 0 -0.001770    0.004098
2456837.452541   -0.014670    0.002267  18.023 -0.0380  2.518 0.049 1.17665  1024.101  1023.569  179.95   264.62 15976  2  1 0 0 -0.005942   -0.010773
2456837.453059   -0.015477    0.002268  18.023 -0.0364  2.551 0.040 1.17818  1024.187  1025.100  179.95   245.87 17665  2  1 0 0 -0.006022   -0.011537
2456837.469223   -0.011718    0.002190  18.023 -0.0348  2.228 0.029 1.23161  1023.677  1023.068  179.96   118.26 21490  2  1 0 0 -0.007200   -0.006827
2456837.469755   -0.012537    0.002184  18.023 -0.0318  2.258 0.032 1.23357  1023.869  1023.967  179.96   119.58 21590  2  1 0 0 -0.007202   -0.007656
2456837.486750   -0.012384    0.002316  18.023 -0.0300  2.621 0.056 1.30399  1023.509  1023.144  179.95   132.70 15654  2  1 0 0 -0.007076   -0.007735
2456837.487273   -0.011681    0.002308  18.023 -0.0316  2.764 0.062 1.30642  1023.877  1024.234  179.95   131.90 14302  2  1 0 0 -0.007062   -0.007098
2456837.503497   -0.011698    0.002414  18.023 -0.0243  2.794 0.062 1.39024  1023.738  1022.539  179.96   141.11 14338  2  1 0 0 -0.006635   -0.007425
2456837.504024   -0.011972    0.002432  18.023 -0.0260  2.918 0.044 1.39326  1024.433  1024.151  179.96   139.85 12872  2  1 0 0 -0.006624   -0.007756
2456837.521677   -0.013539    0.002595  18.023 -0.0216  3.278 0.058 1.50760  1024.218  1022.902  179.96   129.88  9494  2  1 0 0 -0.006265   -0.009716
2456837.522200   -0.010276    0.002587  18.023 -0.0251  3.184 0.044 1.51140  1023.654  1023.952  179.96   126.82  9806  2  1 0 0 -0.006259   -0.006420
2456837.538205   -0.012918    0.002810  18.023 -0.0144  3.386 0.071 1.64182  1023.149  1021.938  179.97   131.08  9540  2  1 0 0 -0.006067   -0.009277
2456837.538728   -0.009537    0.002815  18.023 -0.0177  3.170 0.034 1.64658  1024.315  1022.298  179.97   134.71 10168  2  1 0 0 -0.006060   -0.005814
2456837.554543   -0.009229    0.003113  18.023  0.0020  3.633 0.076 1.80843  1023.730  1022.224  179.97   136.38  8801  2  1 0 0 -0.006591   -0.005318
2456837.555071   -0.011520    0.003123  18.023 -0.0017  3.399 0.104 1.81448  1022.629  1022.189  179.97   138.20  9333  2  1 0 0 -0.006611   -0.007503
2456838.447828   -0.010860    0.002549  18.023 -0.0519  2.499 0.045 1.17109  1023.545  1022.936  179.95   486.72 18102  2  1 0 0 -0.007532   -0.005844
2456838.448353   -0.008973    0.002481  18.023 -0.0509  2.536 0.029 1.17259  1023.428  1024.056  179.95   433.53 17640  2  1 0 0 -0.007470   -0.004015
2456838.468075   -0.007708    0.002201  18.023 -0.0375  3.724 0.138 1.23771  1021.718  1023.584  179.95    54.70  8633  2  1 0 0 -0.006441   -0.003938
2456838.468604   -0.013764    0.002194  18.023 -0.0361  4.016 0.070 1.23970  1023.288  1025.329  179.96    54.07  7805  2  1 0 0 -0.006468   -0.010090
2456838.484361   -0.009834    0.002274  18.023 -0.0429  2.684 0.028 1.30585  1024.369  1022.572  179.96    42.81 13416  2  1 0 0 -0.007018   -0.005250
2456838.484889   -0.014339    0.002271  18.023 -0.0415  2.729 0.069 1.30831  1024.080  1025.253  179.96    44.96 15445  2  1 0 0 -0.007010   -0.009779
2456838.500667   -0.007270    0.002407  18.023 -0.0307  2.927 0.039 1.39000  1022.909  1019.766  179.96    55.45 13229  2  1 0 0 -0.006738   -0.002977
2456838.501184   -0.009951    0.002402  18.023 -0.0313  3.266 0.131 1.39297  1022.694  1025.172  179.96    58.44 11142  2  1 0 0 -0.006684   -0.005830
2456838.518647   -0.007104    0.002571  18.023 -0.0336  3.651 0.139 1.50586  1021.401  1022.620  179.97    48.42  8605  2  1 0 0 -0.004841   -0.004424
2456838.519179   -0.006009    0.002592  18.023 -0.0228  3.214 0.091 1.50971  1021.308  1026.901  179.97    48.40 11434  2  1 0 0 -0.004785   -0.003196
2456838.536673   -0.007719    0.002839  18.023 -0.0217  4.518 0.178 1.65333  1023.256  1024.524  179.97    84.73  5016  2  1 0 0 -0.004513   -0.005610
2456838.537198   -0.006446    0.002847  18.023 -0.0034  4.175 0.196 1.65819  1023.134  1024.301  179.97    90.00  6123  2  1 0 0 -0.004508   -0.004205
2456838.556654   -0.004142    0.003220  18.023 -0.0115  3.703 0.097 1.86658  1020.232  1020.819  179.98    66.89  8369  2  1 0 0 -0.005140   -0.001273
2456838.557180   -0.012127    0.003217  18.023 -0.0153  3.371 0.137 1.87307  1020.587  1023.978  179.98    66.19  9200  2  1 0 0 -0.005161   -0.009112
2456839.447959   -0.005491    0.002562  18.023 -0.0443  2.323 0.037 1.17960  1023.756  1022.561  179.95   565.70 19870  2  1 0 0 -0.004756   -0.002346
2456839.448484   -0.008458    0.002555  18.023 -0.0445  2.748 0.159 1.18116  1024.821  1023.789  179.95   510.17 14033  2  1 0 0 -0.004708   -0.005515
2456839.465960   -0.004822    0.002222  18.023 -0.0372  3.203 0.177 1.24025  1022.466  1021.291  179.95   104.83 10657  2  1 0 0 -0.003196   -0.003115
2456839.466482   -0.004869    0.002198  18.023 -0.0421  3.479 0.117 1.24224  1023.050  1024.450  179.95   108.48  9851  2  1 0 0 -0.003157   -0.003299
2456839.482250   -0.007729    0.002283  18.023 -0.0400  2.761 0.102 1.30901  1023.593  1023.795  179.95   107.51 14376  2  1 0 0 -0.001983   -0.006695
2456839.482779   -0.004815    0.002295  18.023 -0.0354  3.087 0.175 1.31149  1023.554  1024.670  179.96   106.47 11636  2  1 0 0 -0.001946   -0.003937
2456839.500732   -0.003393    0.002437  18.023 -0.0381  3.648 0.189 1.40664  1022.841  1027.544  179.96   102.91  8560  2  1 0 0 -0.000703   -0.003605
2456839.501253   -0.001492    0.002447  18.023 -0.0375  3.399 0.160 1.40974  1022.546  1026.721  179.96   104.73  9237  2  1 0 0 -0.000694   -0.001611
2456839.518715   -0.008224    0.002605  18.023 -0.0342  3.231 0.080 1.52691  1022.487  1025.104  179.97   103.89 10591  2  1 0 0 -0.000406   -0.008478
2456839.519248   -0.006901    0.002613  18.023 -0.0390  3.252 0.064 1.53093  1022.593  1026.382  179.97   104.60 10540  2  1 0 0 -0.000397   -0.007170
2456839.541655    0.002060    0.002963  18.023 -0.0300  2.900 0.065 1.72908  1022.620  1023.644  179.97   113.44 12154  2  1 0 0  0.000071    0.001602
2456839.542178   -0.004726    0.002957  18.023 -0.0211  2.834 0.057 1.73449  1022.814  1024.816  179.97   110.75 14173  2  1 0 0  0.000079   -0.005164
2456839.560103   -0.001640    0.003382  18.023 -0.0099  3.104 0.105 1.94705  1022.920  1024.359  179.97   122.96 10813  2  1 0 0  0.000357   -0.002379
2456839.560615   -0.025688    0.003396  18.023 -0.0077  3.483 0.200 1.95400  1022.669  1026.035  179.98   123.74  8287  2  1 0 0  0.000373   -0.026587
2456840.446665   -0.007147    0.002688  18.023 -0.0699  2.772 0.153 1.18409  1022.629  1023.275  179.96   675.78 13933  2  1 0 0  0.003358   -0.009852
2456840.447186   -0.005106    0.002596  18.023 -0.0568  2.627 0.088 1.18568  1022.993  1022.971  179.96   571.22 18536  2  1 0 0  0.003217   -0.007656
